date,ATVI,ADBE,AKAM,ALXN,GOOGL,AMZN,AAL,AMGN,ADI,AAPL,AMAT,ADSK,ADP,BIDU,BIIB,BMRN,CA,CELG,CERN,CHKP,CTAS,CSCO,CTXS,CTSH,CMCSA,COST,CSX,XRAY,DISCA,DISH,DLTR,EBAY,EA,EXPE,ESRX,FAST,FISV,GILD,HAS,HSIC,HOLX,IDXX,ILMN,INCY,INTC,INTU,ISRG,JBHT,KLAC,LRCX,LBTYA,MAR,MAT,MXIM,MCHP,MU,MDLZ,MSFT,MNST,MYL,NFLX,NVDA,ORLY,PCAR,PAYX,QCOM,REGN,ROST,STX,SIRI,SWKS,SBUX,SYMC,TSLA,TXN,TSCO,TMUS,FOX,ULTA,VRSK,VRTX,VIAB,VOD,WBA,WDC,WYNN,XLNX
2000-01-03,1.2459,16.2776,327.6,7.375,,89.38,,53.8909,31.855,3.5554,24.9456,8.0571,27.907,,31.0833,12.75,52.4975,2.8204,2.555,36.4167,27.5549,43.6451,40.4567,1.977,12.9176,32.9769,3.5977,7.0699,,33.7597,10.64,7.5361,25.275,,4.0,3.9064,6.3483,1.6268,12.1685,3.155,1.5,4.015,,44.815,29.0632,27.9889,,2.8491,31.8691,35.4107,,11.8864,7.2175,31.3101,12.6402,37.97,,38.4516,0.0899,10.2379,,3.6126,10.75,4.7916,15.9361,66.8666,12.75,1.7561,,39.8819,29.8562,2.7105,5.1472,,39.2817,0.9109,,14.6758,,,18.75,,18.781,21.9664,3.398,,34.3854
2000-01-04,1.208,14.912,300.0,6.9375,,81.94,,49.7725,30.2444,3.2556,23.7229,7.6636,27.907,,28.98,13.56,52.4975,2.5938,2.5075,33.1333,26.4825,41.1822,38.467,1.9101,11.9505,31.1724,3.4884,7.0699,,32.5184,10.8467,6.7894,22.345,,3.8831,3.6818,5.9167,1.5529,11.3802,3.0,1.422,3.6575,,46.625,27.7069,28.2207,,2.7028,30.518,33.867,,11.8123,7.2894,30.1549,11.6996,36.5,,37.1519,0.0859,9.7674,,3.5161,9.97,4.5713,14.7409,60.4522,12.0,1.6872,,37.2153,28.1069,2.6248,4.9092,,37.6021,0.8908,,14.311,,,17.28,,17.8818,21.1511,4.043,,33.6058
2000-01-05,1.2126,15.1777,276.8,7.1575,,71.75,,51.3223,30.64,3.3032,22.7172,7.1954,27.6709,,31.0,12.88,47.9527,2.6342,2.485,32.6667,26.9421,41.5052,36.6352,1.9088,11.6217,31.7022,3.5617,7.2203,,32.3198,10.8333,7.2001,21.5475,,3.8244,3.8254,6.26,1.5494,10.8436,3.2025,1.4845,3.7825,,44.565,28.2715,33.9825,,2.7304,29.3666,33.1109,,12.0578,7.0462,30.2762,11.7348,35.875,,37.5445,0.0885,9.8976,,3.4104,10.03,4.8335,15.4899,58.9231,11.75,1.7247,,39.0867,28.8342,2.6314,4.6043,,36.9111,0.8965,,14.6991,,,16.75,,17.4758,21.3434,3.9887,,32.9144
2000-01-06,1.1891,15.3316,236.1,7.75,,65.56,,52.3412,29.8453,3.0174,22.8553,6.744,28.009,,32.3733,12.75,44.2479,2.5625,2.4925,30.5333,26.9263,40.3747,33.1612,1.9127,12.0887,32.3396,3.721,7.2023,,29.1492,11.0556,7.1948,20.0,,3.8831,3.8373,6.13,1.645,10.5588,3.1725,1.4845,3.75,,41.655,26.3072,32.4482,,2.8088,29.2079,33.1424,,12.1786,7.2175,31.0739,11.4806,37.0,,36.2876,0.0885,9.9775,,3.1788,9.47,4.6958,16.1871,52.2477,11.63,1.5411,,40.2406,26.0249,2.7545,4.3491,,35.6933,0.8822,,14.5322,,,16.75,,17.0964,20.7665,3.9352,,30.0164
2000-01-07,1.2217,16.0765,248.4,8.25,,69.56,,58.2235,30.6859,3.1603,23.0525,7.5429,28.6476,,36.1033,13.38,44.0604,2.5417,2.5387,31.9833,28.2787,42.7569,35.2456,1.9358,11.7101,34.4812,3.721,7.1842,,30.2805,11.4578,7.1894,20.595,,3.93,3.8318,6.36,1.8961,10.9298,3.2825,1.547,3.9525,,52.2,27.3929,34.0984,,2.8088,30.9292,33.6465,,12.5216,7.013,31.7887,11.1782,35.25,,36.7626,0.0866,10.5026,,3.2321,8.315,4.8742,16.5098,55.9397,13.0,1.5218,,39.6395,28.7011,2.7413,4.6948,,35.8842,0.9034,,14.6525,,,18.22,,17.4531,21.2972,4.8511,,33.4219
2000-01-10,1.2838,16.6972,285.5,8.2825,,69.19,,61.7597,33.3561,3.1047,24.9258,7.4681,29.3507,,39.8333,13.69,47.0153,2.5471,2.625,35.3,28.9232,44.3315,39.2566,1.9731,13.2105,35.2,3.721,7.3527,,31.3658,11.8889,7.5894,24.0325,,3.8788,3.7333,6.3433,2.1434,11.4266,3.485,1.6875,4.095,,55.15,28.6457,39.4616,,2.7304,34.2365,35.3792,,13.1763,7.1844,32.2291,11.9908,37.19,,37.0298,0.0872,10.7126,,3.3378,8.405,5.0736,16.7847,59.4452,14.5,1.5471,,41.2103,27.1372,2.8578,5.1355,,38.3274,0.8604,,17.4899,,,18.78,,18.9707,21.9202,4.3121,,35.1209
2000-01-11,1.3406,15.5501,278.4,7.5,,66.75,,56.8877,31.9856,2.9459,23.8215,7.2698,28.7818,,36.7067,14.06,49.0777,2.4325,2.8287,33.75,27.2379,42.9991,36.3194,1.9525,12.003,33.9513,3.721,7.3527,,29.7024,11.4445,7.4241,23.75,,3.805,3.7628,5.6883,1.9475,11.1351,3.4075,1.5313,4.4375,,54.3,29.9619,38.1869,,2.7685,33.9545,34.9381,,12.7165,7.3944,30.2762,11.5604,36.155,,36.0798,0.0911,11.3428,,3.2028,8.28,4.6958,16.2349,54.3734,14.09,1.4771,,39.6395,27.123,2.7754,4.7174,,37.8158,0.8679,,17.0047,,,19.78,,18.5458,22.7893,3.9887,,32.3186
2000-01-12,1.2838,15.4707,254.0,7.4075,,63.56,,54.4218,33.0241,2.7693,25.0639,7.1489,28.5135,,35.2067,14.25,51.4176,2.3646,2.7425,31.75,26.4825,41.909,38.088,1.8689,12.4866,33.9032,3.7361,7.1932,,30.0358,11.2356,6.9548,22.5,,3.6662,3.6901,5.9383,1.9302,11.3007,3.5,1.5157,4.375,,51.5,30.483,32.972,,2.7431,35.0119,35.9148,,12.8373,7.2894,31.2718,12.4881,37.0,,34.9054,0.0872,11.0823,,3.121,8.125,4.6407,16.0118,51.5764,14.13,1.3787,,39.5134,30.7688,2.7819,4.8305,,38.5564,0.9178,,16.4962,,,19.565,,19.1377,23.2662,3.9352,,32.3186
2000-01-13,1.2974,16.295,232.8,8.72,,65.94,,57.2045,33.1335,3.0729,24.5512,7.0739,28.3417,,38.7067,15.25,47.9977,2.4846,2.7738,32.9833,28.6907,42.878,38.467,1.9358,13.1939,35.1778,3.7861,7.5031,,31.5431,11.5845,7.3494,23.2025,,3.5744,4.2571,6.3333,2.0368,11.2146,3.985,1.5313,4.4375,,68.65,30.4195,37.0837,,2.7558,35.1882,35.8517,,12.8607,7.5988,32.1908,13.2191,38.94,,35.5651,0.0872,11.3428,,3.2514,8.19,4.8059,16.8843,53.3665,14.19,1.325,,39.0286,32.7985,2.982,4.949,,39.0909,0.9034,,17.6607,,,19.565,,19.1604,23.22,3.7196,,33.2821
2000-01-14,1.2838,16.4638,230.0,8.6575,,64.25,,58.4889,35.8143,3.1901,26.7401,7.2867,28.0412,,38.5,16.75,49.1677,2.6513,3.0162,39.3333,28.8228,43.4432,42.8253,1.8792,13.4868,36.3561,3.7501,7.4099,,32.0077,11.8756,7.1361,21.2025,,3.8438,4.1365,6.0733,1.99,10.89,3.845,1.5938,4.4225,,65.9,34.4416,37.7234,,2.7558,40.534,40.8924,,12.7632,7.1512,32.312,12.373,36.625,,37.0298,0.0899,11.473,,3.3911,7.14,4.8191,18.0795,52.3596,14.5,1.3828,,40.7255,36.1259,2.9061,4.7853,,41.1905,0.9321,,17.4666,,,22.0,,20.0634,22.6432,3.8809,,35.4445
2000-01-18,1.2884,15.8903,211.5,8.265,,64.13,,59.1311,34.79,3.3013,26.6415,7.0884,26.4312,,35.6867,16.44,47.9977,2.6538,2.9375,40.3833,29.219,45.2197,48.1943,1.6759,13.4012,37.979,3.6919,7.2594,,32.5184,11.8756,7.4401,19.5775,,3.9531,4.0905,6.0,1.9773,10.8039,3.89,1.672,4.2825,,65.05,34.1075,35.5771,,2.7304,38.3604,40.8609,,12.5917,7.013,32.2674,12.2339,36.78,,38.0393,0.0911,11.6327,,3.5354,7.065,4.8885,17.9281,51.8747,17.0,1.2996,,42.6648,37.609,2.8644,4.9545,,42.1449,0.9212,,17.2492,,,21.22,,22.006,22.4971,4.4199,,35.6726
2000-01-19,1.2694,15.6743,224.8,8.5325,,66.81,,61.6484,35.8143,3.3845,28.081,7.3012,29.0126,,40.3333,15.5,47.9977,2.625,2.68,40.1667,27.4704,45.3408,48.9523,1.8098,14.2135,38.4458,3.6919,7.2203,,32.717,11.6111,7.6694,19.22,,3.9531,4.4071,6.135,1.8167,10.5588,3.595,1.6875,4.22,,69.95,33.4394,34.5342,,2.6371,37.7788,42.9717,,12.6658,6.908,34.7053,12.5122,36.065,,35.2979,0.0885,11.7377,,3.5022,6.655,4.8533,18.1791,54.6717,16.25,1.2428,,45.3313,41.9346,2.8028,5.1128,,41.8013,0.8799,,17.0319,,,21.095,,22.006,23.22,5.7679,,33.694
2000-01-20,1.1982,15.8431,234.0,9.97,,64.75,,61.4857,35.1221,3.6049,27.6077,7.3158,27.2684,,40.8967,15.06,51.935,2.8021,2.6725,40.25,27.0742,45.3812,46.3625,1.7492,13.7825,37.0527,3.5245,7.0127,,33.8022,10.9444,8.2614,19.14,,3.8475,4.4927,6.125,1.8074,10.2276,3.72,1.7032,4.125,,72.85,31.9462,35.4056,,2.7304,37.1561,45.0825,,12.545,6.7699,33.8629,13.0224,34.875,,34.968,0.0905,11.6327,,3.4922,6.655,4.7365,18.4501,58.0281,15.25,1.3219,,46.6016,43.0184,2.7545,5.4694,,43.0992,0.9034,,17.1755,,,22.14,,21.0347,23.22,4.7977,,34.481
2000-01-21,1.1466,15.6122,269.0,11.0325,,62.06,,63.9516,34.1296,3.5354,27.8641,7.4367,27.1342,,49.25,15.0,53.105,2.7033,2.605,41.1333,26.0176,46.5521,47.2468,1.6887,13.7134,35.9411,3.5687,7.1872,,34.1356,10.6533,8.0268,17.25,,3.6875,4.5074,5.9483,1.8022,10.2276,3.64,1.9063,4.095,,78.55,32.7179,35.058,,2.6095,37.7436,43.7593,,12.4943,6.5654,30.9144,12.2914,33.565,,34.2258,0.0885,11.2378,,3.4536,6.78,4.7365,18.2509,57.7671,14.63,1.3635,,47.3288,43.7029,2.7446,5.2739,,42.2975,0.8747,,16.8844,,,24.595,,21.2245,23.0278,4.4199,,34.8929
2000-01-24,1.1368,15.0362,262.1,11.765,,70.13,,59.2937,34.8112,3.3747,27.7063,8.1332,26.8337,,45.77,14.75,55.4974,2.8438,2.4688,42.6,25.9173,44.0488,44.0886,1.8071,13.4012,34.8295,3.5536,7.3346,,34.0044,10.1244,7.2748,17.765,,3.7113,4.2396,5.67,1.6017,10.433,3.75,2.0078,4.015,,69.05,33.0085,31.3171,,2.5714,35.1353,42.3731,,11.7655,6.0791,31.6738,12.0131,34.75,,33.4011,0.0885,10.6622,,3.2992,6.75,4.5504,16.1592,52.2477,14.59,1.2742,,47.4549,42.2008,2.6995,5.2884,,42.3357,0.8495,,16.2517,,,24.095,,20.845,22.3048,4.0965,,32.7305
2000-01-25,1.0989,15.642,279.3,11.9075,,69.25,,59.405,37.0858,3.5652,28.4754,7.9953,27.4025,,45.2933,14.88,56.0149,2.8021,2.3438,46.5667,24.9611,45.2601,44.2465,1.8483,12.6247,36.8229,3.4954,7.2594,,33.6249,10.3756,7.3334,18.985,,3.5275,4.3316,5.9483,1.6361,10.1481,3.515,2.2033,3.7825,,64.7,33.9405,32.5919,,2.5438,36.3866,43.4443,,12.0578,5.6978,33.3076,12.5233,32.94,,33.9157,0.0911,10.6874,,3.2707,6.875,4.5988,17.1313,55.5668,14.56,1.2742,,46.1846,43.256,2.8578,5.2486,,43.481,0.8392,,16.2517,,,22.125,,20.8906,21.8741,4.7433,,34.2015
2000-01-26,1.2035,15.1926,277.5,12.1575,,64.81,,54.9099,35.9203,3.4998,26.4837,7.814,27.3703,,47.7933,14.88,56.2473,3.3542,2.2975,43.6667,25.1935,43.2817,44.0886,1.874,12.8651,37.3787,3.4815,7.3346,,31.9403,10.3333,8.1921,18.265,,3.3712,4.5222,5.8433,1.5592,10.3535,3.375,2.1875,3.985,,67.95,32.2368,30.4781,,2.7304,34.2953,40.6404,,12.1319,6.1122,31.91,11.9445,31.78,,32.7809,0.0951,10.5026,,3.1356,6.315,4.5162,17.1074,46.4672,14.06,1.3382,,45.8161,41.174,3.1875,5.2314,,42.9465,0.8604,,16.2517,,,22.125,,21.3193,22.4971,4.9589,,32.1789
2000-01-27,1.3028,15.565,281.1,11.89,,66.94,,52.5552,33.9282,3.4938,26.7204,7.8599,26.9356,,43.4167,14.75,54.3724,3.1458,2.4375,41.75,25.1248,43.0395,43.6781,1.874,12.8651,36.2671,3.5326,7.3527,,32.0538,9.8889,8.2081,18.2825,,3.25,4.5332,5.8017,1.4339,10.2276,3.375,1.8595,3.9075,,69.45,32.7813,29.6669,,2.6307,33.4493,40.7979,,12.1786,6.0791,33.2693,11.527,32.375,,32.5764,0.0899,10.6874,,2.9712,6.655,4.6132,17.1552,44.7518,13.38,1.3128,,43.6344,41.3547,3.1743,4.8079,,43.1538,0.9786,,16.9077,,,21.03,,21.2245,22.4048,3.9887,,32.1789
2000-01-28,1.2406,14.2913,270.1,11.8125,,61.69,,51.1082,33.7304,3.2276,25.5963,7.4681,26.2648,,42.75,15.5,51.5601,3.0521,2.68,38.3333,23.7091,41.9494,42.6043,1.8458,11.8815,34.0884,3.3873,7.464,,29.8585,9.9178,7.8721,17.765,,3.18,4.3178,5.4583,1.4148,10.3071,3.2825,1.75,4.0,,64.25,31.4017,26.7698,,2.6901,33.0792,39.0337,,12.0072,6.0128,31.393,10.796,29.75,,32.4114,0.0911,11.0277,,2.8848,6.5,4.4204,16.7688,41.2462,12.56,1.3067,,42.6648,41.5923,3.2766,4.5301,,40.9006,0.9464,,17.8547,,,20.86,,20.7274,22.1586,4.3121,,31.767
2000-01-31,1.1838,13.6706,249.1,10.9375,,64.56,,54.5331,33.0241,3.2953,27.0753,7.3907,25.4598,,42.0633,14.56,51.3726,2.9063,2.485,36.7333,24.7445,44.2103,43.3622,1.5497,11.9174,36.2671,3.4012,7.446,,28.8832,9.7911,8.0054,20.4375,,3.2306,4.027,5.6567,1.3524,9.9746,3.2975,1.7188,3.765,,54.9,33.0519,27.9564,,2.6774,34.4421,39.3487,,12.1046,5.7696,31.9929,11.6662,31.095,,32.2861,0.0937,11.1874,,2.8601,6.565,4.5647,17.5913,47.3623,12.31,1.2935,,40.1243,39.8098,3.5173,4.5301,,41.168,1.0325,,18.6077,,,20.5,,21.6039,21.4895,4.0965,,33.6499
2000-02-01,1.2793,13.8742,239.1,11.095,,67.44,,55.9202,34.6134,3.1841,27.7063,7.664,25.8623,,44.3133,14.88,52.7825,2.9846,2.57,42.3333,24.5649,47.5615,44.9729,1.8122,12.2268,38.4458,3.3652,7.5212,,30.6777,10.0689,8.0481,20.61,,3.2113,4.1595,5.73,1.3345,10.1409,3.345,1.8125,4.0625,,55.95,33.8737,30.0424,,2.6477,35.617,41.3965,,12.4476,5.7364,32.9885,11.6773,31.75,,33.9586,0.0925,10.7925,,2.928,6.69,4.6682,17.5673,50.7559,12.63,1.2874,,43.6344,41.83,3.5514,4.5979,,43.192,1.0113,,18.8717,,,19.795,,22.3855,22.1586,4.043,,35.2607
2000-02-02,1.3172,15.2224,233.6,12.625,,69.44,,54.5845,33.9953,3.1384,28.3571,7.71,24.4508,,35.3333,14.38,52.4975,3.125,2.7975,43.9333,25.5052,45.9868,45.1624,1.8946,12.9536,40.0169,3.2849,7.7649,,30.6103,10.2778,8.0534,21.9375,,3.2713,4.4034,6.0633,1.3272,10.4334,3.345,1.9375,4.11,,61.95,33.4261,31.4052,,2.7009,38.0373,43.2552,,12.2527,6.5267,33.2247,11.9203,32.94,,33.2559,0.0931,10.6874,,3.0098,6.375,4.5856,17.4675,52.8817,13.5,1.2742,,44.4877,46.2554,3.4898,4.8531,,45.5979,0.9252,,20.137,,,21.0,,23.9031,22.2586,4.0965,,37.3275
2000-02-03,1.3308,17.1466,245.4,14.0,,84.19,,54.7985,37.3684,3.2813,29.2839,7.9808,26.0984,,34.3733,15.0,52.685,3.2242,2.8988,48.8333,25.8718,47.5615,47.7521,1.9203,13.3487,40.1577,3.2408,7.804,,30.2344,10.5133,8.8001,23.0,,3.2813,4.4642,6.01,1.3001,10.9322,3.3125,1.9375,4.375,,72.5,34.8191,32.2767,,2.6732,38.8832,44.1688,,12.5684,6.0128,34.3032,12.8944,34.0,,34.1829,0.0911,10.6874,,3.0584,6.78,4.6814,17.22,51.912,12.88,1.5725,,45.8161,49.2881,3.4557,5.2314,,51.1735,0.9109,,21.0802,,,22.22,,23.4289,22.2125,4.3665,,42.1083
2000-02-04,1.1936,18.3731,235.0,13.6575,,78.56,,55.338,39.3816,3.4303,28.6726,7.9059,25.7603,,36.5,14.88,53.06,3.7971,2.985,46.4333,26.2385,48.8938,48.5101,1.9924,13.4012,39.2758,3.2198,7.9153,,29.2378,10.2778,8.9655,21.485,,3.3206,4.5277,5.8233,1.3506,10.5598,3.3275,1.8125,4.4225,,67.5,35.0196,32.1005,,2.6605,38.7364,43.1922,,13.2036,5.9409,35.1392,12.5864,33.69,,35.1528,0.0911,10.5278,,3.1302,6.625,4.6264,16.9684,51.2408,13.13,1.5218,,47.2706,50.833,3.7789,5.3056,,50.4098,0.9321,,20.2807,,,23.75,,21.934,22.4509,4.3665,,42.7041
2000-02-07,1.1368,19.1329,228.6,13.4225,,75.0,,59.2424,42.0306,3.6227,30.2896,8.8418,24.9553,,38.27,15.5,51.935,3.9871,3.1875,46.6667,24.113,50.5492,50.2471,2.2365,13.1608,37.979,3.0384,7.9724,,30.9224,10.0978,9.0455,20.47,,3.1644,4.5157,5.8433,1.5691,10.6795,3.3275,1.75,4.485,,70.0,36.0555,31.3171,,2.62,40.0581,43.7908,,12.9581,5.8746,36.6965,12.8944,37.0,,35.1726,0.0937,10.7126,,2.9373,6.5,4.6605,17.0682,49.749,13.06,1.5218,,48.2403,53.0766,3.7646,5.7409,,51.3645,0.9826,,20.7154,,,24.75,,20.4884,22.2586,4.5277,,44.131
2000-02-08,1.1178,20.7939,240.9,12.86,,83.13,,60.364,40.5472,3.6485,31.7489,9.5528,24.9875,,43.2933,17.0,53.105,4.1563,3.0663,46.7,23.1832,50.7914,53.6264,2.5454,13.2105,39.3203,2.878,7.9544,,32.717,10.32,9.0561,22.0325,,2.9725,4.5157,6.0217,1.7135,10.8058,3.3275,1.7345,4.72,,68.5,36.3562,31.9847,,2.62,40.9745,43.7593,,13.0555,5.7696,38.8536,13.1745,38.03,,36.2678,0.0905,10.6622,,3.0777,6.625,4.7431,17.0203,51.8747,14.63,1.5532,,52.4195,47.71,3.847,5.5255,,53.0448,0.986,,21.3713,,,25.78,,21.8391,23.1739,4.4199,,43.903
2000-02-09,1.1012,21.7399,234.9,12.97,,80.25,,57.2045,40.8651,3.577,32.2813,9.2046,24.1503,,41.0,17.5,52.685,4.4792,3.0,49.3333,22.6146,52.0027,55.3319,2.5186,12.5391,39.1869,2.907,7.8611,,32.0077,9.8622,8.7468,20.1875,,2.8475,4.4071,5.8333,1.5873,10.4733,3.25,1.672,4.485,,79.5,34.9528,30.2464,,2.6073,39.8349,43.0977,,12.7398,5.9409,37.0156,13.2358,36.625,,34.3083,0.0911,10.4774,,3.1549,6.03,4.6881,16.5692,49.7117,13.63,1.535,,51.3917,47.6244,3.7921,5.6902,,53.8086,0.9826,,22.5125,,,24.125,,20.0141,23.0278,4.3121,,42.5202
2000-02-10,1.0943,22.6561,229.0,13.97,,76.19,,55.8175,41.0063,3.6049,34.4702,9.2215,25.4276,,39.0633,17.0,51.4701,4.2917,3.0938,60.0667,21.3872,54.8693,57.2268,2.5495,12.8845,38.6311,2.6745,7.7107,,33.0504,9.3333,8.6615,21.485,,3.0587,4.3316,6.0317,1.5994,9.9746,3.375,1.6407,4.5,,95.05,35.9552,29.551,,2.5668,41.3799,45.3345,,12.4943,5.6646,38.3302,13.8452,36.19,,34.968,0.0885,10.3724,,3.8009,6.53,4.7233,17.6671,51.0543,14.56,1.5096,,50.422,55.9714,3.5173,6.2558,,55.3744,1.0038,,22.6328,,,24.125,,20.8678,23.5585,4.1509,,43.1675
2000-02-11,1.1269,22.455,233.1,15.6875,,76.19,,53.6255,40.4765,3.4541,32.5377,8.9192,24.585,,39.6033,18.38,52.31,4.9333,3.0938,57.7,20.622,52.8505,55.5213,2.6772,12.8486,38.305,2.5152,7.6355,,31.6991,9.0844,8.1814,20.4375,,3.0156,4.2801,5.6667,1.6162,10.0145,3.125,1.5782,4.4925,,91.3,35.3872,28.2763,,2.5945,40.2402,44.1688,,12.7398,5.9078,36.856,13.2886,35.565,,32.9689,0.0899,10.2421,,3.8587,6.095,4.6693,17.0203,49.2269,15.75,1.4903,,50.5481,55.0493,3.614,5.9499,,52.5484,1.0181,,22.1244,,,25.47,,20.8678,22.7893,4.2587,,41.8803
2000-02-14,1.0898,22.2538,230.4,15.625,,74.44,,55.7061,41.3242,3.6783,31.7686,8.9941,24.8533,,39.6033,19.0,51.98,4.8292,3.75,57.3,21.1693,52.689,55.0476,2.6586,12.2793,37.6084,2.5431,7.5392,,31.7417,8.9867,8.2188,20.97,,2.9375,4.3261,5.6567,1.7352,10.5132,3.4375,1.6875,4.5775,,93.45,36.7238,27.6969,,2.62,39.7292,45.492,,12.5684,6.2891,37.4559,13.7061,33.875,,32.8634,0.0885,10.1623,,4.4761,6.345,4.7784,18.5654,47.3996,16.0,1.4903,,47.8815,65.54,3.7305,5.7915,,51.4027,0.9608,,21.8332,,,25.815,,20.2532,22.9278,4.043,,45.5579
2000-02-15,1.061,22.0676,222.5,18.75,,73.81,,55.7061,42.3485,3.7796,32.8335,8.9022,24.7192,,38.7933,19.44,54.7474,4.7417,3.9688,61.4333,21.6529,51.6797,54.0054,2.6277,12.6413,36.5932,2.5582,7.4851,,31.6105,8.7222,7.9201,21.3275,,2.9881,4.2285,5.51,1.8346,10.5598,3.4075,1.75,4.5325,,97.7,37.4255,26.6261,,2.4817,40.9393,45.051,,12.7866,6.0459,37.1368,13.3415,34.5,,32.5137,0.0885,10.0027,,4.3025,6.095,4.785,18.5175,47.2131,15.0,1.4335,,47.513,64.3945,3.8064,5.7915,,51.5172,0.9539,,22.7299,,,26.405,,19.9193,21.9202,3.8809,,45.5138
2000-02-16,1.0625,24.3792,246.1,21.845,,70.69,,59.8332,45.0328,3.6246,34.1942,9.0087,24.6226,,40.6267,19.13,54.5599,5.5833,3.7113,62.3667,20.9568,51.3567,53.0895,2.5536,11.9865,35.3853,2.5512,7.6355,,32.4297,8.1667,7.5041,21.25,,2.9063,4.1245,5.3333,1.8435,10.5132,3.2825,1.7188,5.0475,,108.5,35.8216,28.3041,,2.4412,42.1494,44.7674,,12.7398,6.1122,34.7053,13.3944,33.095,,32.2036,0.0885,9.822,,4.5001,5.75,4.9689,18.266,45.4603,15.06,1.3757,,55.086,66.0154,3.758,6.0123,,51.8609,0.9591,,22.6561,,,27.0,,19.2781,21.177,3.8809,,47.9925
2000-02-17,1.0633,25.2258,252.0,21.0325,,69.0,,62.2905,49.801,3.6485,37.1521,9.3714,24.3864,,43.8733,19.13,54.2824,5.9583,3.8363,63.3333,21.5519,52.689,55.6666,2.5309,11.898,32.6063,2.6163,7.5121,,33.6923,7.9578,7.7494,22.0,,2.6563,4.131,5.0417,2.1524,10.3071,3.345,1.6407,5.1575,,138.05,36.7572,29.8106,,2.3157,43.4712,45.9961,,12.3267,5.9409,35.7392,13.8452,32.625,,32.8634,0.0899,10.2127,,4.6598,5.375,4.9834,19.364,48.4811,18.13,1.2935,,64.482,66.7712,3.8064,5.7834,,54.6106,0.9608,,22.563,,,33.0,,20.2759,21.0846,3.8809,,50.7948
2000-02-18,1.0231,24.3941,241.7,19.0,,64.75,,61.0576,47.9467,3.5335,35.0618,9.2046,23.882,,43.9567,19.0,53.435,5.7083,3.6563,66.0667,19.8622,50.7914,54.637,2.3806,10.9144,33.3029,2.5361,7.5212,,33.3837,7.64,7.3228,22.625,,2.6288,4.0675,4.5517,2.2263,10.2273,3.25,1.5782,4.97,,133.45,35.2201,28.3644,,2.3157,39.9465,43.6018,,11.9838,5.7696,35.4583,13.2552,31.565,,31.3591,0.0853,10.2673,,5.2,5.375,4.9623,18.2181,50.1593,21.75,1.325,,57.0932,61.6755,3.6415,5.7915,,51.1735,0.9464,,22.0273,,,30.75,,19.9193,20.1682,3.7196,,48.6838
2000-02-22,1.0133,24.4015,242.1,18.7825,,63.56,,57.7953,50.7546,3.6148,35.259,8.7378,22.4759,,41.6267,20.06,52.1675,5.625,3.735,63.6667,19.3627,50.0243,53.1401,2.3703,11.0525,32.6063,2.6094,7.5964,,35.4656,7.1244,7.1734,21.5325,,2.5975,3.9009,4.6567,2.1642,10.3071,3.375,1.5938,5.095,,112.55,35.6879,28.8001,,2.3284,42.0789,43.7593,,11.8123,5.7696,35.0627,13.1161,32.25,,30.9467,0.0833,9.717,,5.055,5.625,5.0177,18.5175,48.7048,20.88,1.325,,54.0582,64.6892,3.6481,5.8196,,56.9019,0.9464,,21.9536,,,28.53,,20.9627,20.2144,3.6653,,49.4635
2000-02-23,0.9898,24.7367,252.1,19.0,,70.44,,61.1689,52.1321,3.6923,35.6929,9.311,23.3131,,46.3133,21.0,50.9976,5.8667,3.9063,65.3333,19.3308,55.9594,56.412,2.3456,11.6908,33.0213,2.521,7.7288,,42.8424,7.9444,8.2614,22.11,,2.7306,4.0085,4.73,2.1885,10.0145,3.6575,1.7032,5.75,,126.0,36.4565,31.3171,,2.3816,42.4784,46.1851,,11.5707,5.6978,36.939,13.759,33.5,,31.0919,0.0859,9.717,,5.0843,5.765,4.9412,19.7153,54.7836,36.63,1.3442,,57.452,68.5537,3.8338,6.1083,,56.1763,0.9321,,22.1981,,,30.17,,21.934,20.5995,3.7196,,50.0151
2000-02-24,0.9943,26.4176,274.8,19.8125,,68.44,,62.1279,53.6508,3.6589,36.1859,9.9301,23.9517,,46.25,22.13,50.8551,5.8292,4.0388,63.6667,20.2926,55.4345,60.9535,2.2447,10.9503,32.8879,2.5575,7.5783,,40.4662,8.0133,8.7468,22.7825,,2.7425,3.885,4.6667,2.12,9.6421,3.735,1.6407,6.0775,,131.0,38.1941,33.519,,2.354,42.7721,45.051,,10.6704,5.5264,39.9704,14.9751,35.065,,31.2568,0.0885,9.9523,,5.0357,6.53,4.8658,20.438,52.0985,36.75,1.3321,,56.2399,69.7563,3.8536,6.0069,,60.2626,0.9396,,21.2976,,,30.19,,22.3855,20.0681,3.6653,,53.0528
2000-02-25,0.9663,24.4561,267.1,20.22,,69.13,,62.9841,55.4168,3.5055,33.9772,11.6085,23.0448,,45.8133,24.13,49.3552,5.925,4.2038,68.5333,20.3935,53.6177,63.2274,2.3271,11.5361,35.2964,2.5057,7.6716,,38.8348,7.7511,8.0428,20.9375,,2.7188,3.873,4.6883,2.09,10.6396,3.735,1.6407,7.0475,,140.25,37.8599,27.1452,,2.4008,40.3166,43.3182,,10.8653,5.354,40.6086,14.2098,36.815,,30.122,0.0892,9.7926,,4.7223,6.44,4.7549,18.9887,49.8236,45.88,1.3889,,57.578,71.0492,3.7096,6.4928,,58.5441,0.9682,,21.3985,,,30.5,,21.7708,20.122,3.3962,,50.8904
