date,ATVI,ADBE,AKAM,ALXN,GOOGL,AMZN,AAL,AMGN,ADI,AAPL,AMAT,ADSK,ADP,BIDU,BIIB,BMRN,CA,CELG,CERN,CHKP,CTAS,CSCO,CTXS,CTSH,CMCSA,COST,CSX,XRAY,DISCA,DISH,DLTR,EBAY,EA,EXPE,ESRX,FAST,FISV,GILD,HAS,HSIC,HOLX,IDXX,ILMN,INCY,INTC,INTU,ISRG,JBHT,KLAC,LRCX,LBTYA,MAR,MAT,MXIM,MCHP,MU,MDLZ,MSFT,MNST,MYL,NFLX,NVDA,ORLY,PCAR,PAYX,QCOM,REGN,ROST,STX,SIRI,SWKS,SBUX,SYMC,TSLA,TXN,TSCO,TMUS,FOX,ULTA,VRSK,VRTX,VIAB,VOD,WBA,WDC,WYNN,XLNX
2005-12-20,5.9249,38.07,19.66,4.8725,215.5353,48.14,34.0083,67.1967,26.2104,9.1613,14.5109,45.24,26.6391,6.506,43.79,10.4,21.8375,14.265,11.0887,20.26,34.4473,13.9777,17.2944,12.5637,7.3389,37.0999,6.4316,25.6347,7.0671,19.5317,7.81,18.8333,53.11,21.3271,22.0,14.74,10.89,11.9307,14.3687,21.71,18.83,18.035,7.305,5.64,17.7824,24.4798,38.8166,19.4988,29.6859,33.2306,10.9015,27.2283,9.8995,23.9526,20.5071,13.71,13.0253,20.188,3.4783,19.7908,3.5871,11.1811,31.57,21.1509,26.5711,33.5865,11.62,6.0733,12.6698,6.39,5.0291,13.2601,12.155,,24.7885,12.5114,,13.0408,,,27.38,27.7368,9.0373,36.2816,13.4193,31.7531,19.4176
2005-12-21,6.1795,37.45,20.05,5.0825,213.8251,48.97,35.1541,67.719,26.2822,9.3379,14.392,44.78,26.6161,6.449,44.39,10.88,21.6767,14.685,11.3063,21.16,35.2027,13.897,17.8376,12.712,7.2643,37.5446,6.5851,25.8117,6.9987,19.2392,7.9467,18.8973,53.46,20.9481,21.8125,14.8232,10.94,12.497,14.4471,21.815,19.715,18.115,7.425,5.76,17.8306,24.6606,39.8233,20.1119,29.5675,32.9754,10.6605,27.3259,9.8811,23.8938,20.6485,14.14,13.0624,20.0902,3.4837,19.7026,3.9129,11.1595,31.97,21.4494,27.0228,33.5103,12.1,6.0374,13.0771,6.4676,5.0861,13.4228,12.1477,,24.9676,12.5504,,12.8829,,,27.91,27.7535,8.9411,36.2495,15.9117,32.3206,19.425
2005-12-22,6.2023,37.45,20.43,5.1,216.6889,49.22,35.4622,69.4315,26.4401,9.404,14.5347,45.13,26.7136,6.472,45.47,11.02,21.8528,14.8525,11.3925,20.97,34.2995,13.9616,18.3113,12.9122,7.3112,37.5672,6.635,25.6906,6.9713,19.7438,7.94,18.8931,53.76,20.8276,21.5875,14.9633,11.0025,12.8044,14.6324,21.945,19.95,18.015,7.635,5.64,17.8926,24.9063,41.0633,20.0601,29.9346,34.7523,10.54,27.6716,9.9301,24.4233,20.867,13.64,13.285,19.985,3.5233,19.7908,3.9429,11.4991,31.62,21.6124,25.8485,33.815,12.86,6.2191,13.1611,6.4967,5.0481,13.5327,12.5242,,25.4737,12.4151,,13.1829,,,28.92,27.637,8.9913,36.0815,16.3257,32.1743,19.44
2005-12-23,6.1432,37.11,20.1,5.15,216.1322,49.22,36.3288,69.2431,26.5766,9.3189,14.5902,44.98,26.6735,6.675,45.52,11.41,21.8375,14.65,11.7,21.06,33.9053,14.01,18.4692,12.7243,7.3333,37.6728,6.6953,25.7233,7.0352,20.029,8.0167,19.0339,53.37,20.6381,21.5625,15.0201,10.9575,12.6103,14.5112,21.79,19.73,18.07,7.685,5.63,17.8926,25.0222,40.7566,20.1292,29.9227,34.5254,10.5208,27.4317,9.8075,24.8417,21.1883,13.65,13.1261,20.0226,3.5662,19.8888,3.9614,11.5886,32.13,21.7201,25.8936,33.815,13.76,6.2592,13.1417,6.6227,5.0291,13.436,12.4952,,25.6371,12.3898,,13.2302,,,28.79,27.7285,8.9537,36.0255,16.2567,32.0047,19.3131
2005-12-27,6.0431,36.94,20.27,5.0475,212.9774,48.56,36.0688,68.7294,26.0524,9.4307,14.4237,44.26,26.7423,6.54,44.92,11.05,21.7839,14.37,11.625,20.99,33.815,13.9293,18.3113,12.5637,7.2505,37.5145,6.6245,25.3828,6.985,19.7438,7.8633,18.6669,52.46,20.4313,21.345,14.8308,10.875,12.5224,14.5041,21.695,19.32,17.9625,7.3,5.44,17.5412,24.8229,40.0366,19.8615,29.5912,33.93,10.5786,27.3056,9.8075,24.5802,21.0469,13.47,13.0419,19.8873,3.4667,19.8398,3.8543,11.6596,31.84,21.5755,25.7194,33.2437,16.59,6.0902,12.9413,6.7779,4.9911,13.4316,12.5459,,25.1622,12.1994,,13.0566,,,28.2,27.2877,8.9495,35.4253,15.7824,32.1568,19.0221
2005-12-28,6.1841,36.87,20.3,5.0,214.0056,48.06,36.0592,68.2413,26.2175,9.3468,14.4396,44.18,26.7538,6.4767,45.18,11.2,21.6997,15.2125,11.585,20.4,33.8889,13.9616,18.4566,12.4896,7.2311,37.7707,6.6441,25.3035,6.9394,19.6122,8.07,18.9315,52.54,20.6294,21.3,14.9103,10.935,12.3514,14.3901,21.75,19.06,17.9775,7.27,5.38,17.5275,24.8461,39.9033,19.7147,29.6622,34.4687,10.675,27.2527,9.7769,24.3841,21.0919,13.45,13.1868,19.8347,3.4175,19.7516,3.8857,11.7676,32.13,21.5263,25.3774,33.2513,16.83,6.1092,12.7215,6.5481,5.0196,13.436,12.5314,,25.4659,12.3623,,13.0329,,,28.12,27.0299,9.0248,35.4413,15.8514,32.1626,18.9922
2005-12-29,6.3569,36.92,20.0,5.06,210.7255,47.99,35.9918,67.6591,26.0093,9.0775,14.3206,44.25,26.6218,6.365,44.66,10.7,21.6767,16.2125,11.4162,20.45,34.0121,13.9211,18.2734,12.5341,7.2118,37.6652,6.7019,25.2942,6.9576,19.8608,8.0567,18.6669,52.43,20.5261,21.1075,14.9217,10.985,12.2127,14.4186,21.835,19.3,17.9025,7.245,5.36,17.2725,24.8739,39.5666,19.6974,29.5379,34.4876,10.8581,27.5536,9.7462,24.0115,20.8927,13.27,13.2383,19.7445,3.3125,19.7713,3.8929,11.5052,32.07,21.5263,25.0419,33.1675,16.41,6.1472,12.7603,6.5355,4.9435,13.414,12.5169,,25.2323,12.2705,,13.1592,,,27.48,26.9052,9.0499,35.2813,15.9031,32.2328,18.8056
2005-12-30,6.2478,36.96,19.93,5.0625,208.0723,47.15,35.7607,67.5221,25.758,9.1334,14.2255,42.93,26.3293,6.292,45.28,10.78,21.5848,16.2,11.3637,20.06,33.7739,13.8243,18.1471,12.4228,7.162,37.2883,6.6599,25.0377,6.912,19.8754,7.98,18.4408,52.31,20.6381,20.95,14.8119,10.8175,12.1503,14.3829,21.82,18.96,17.995,7.05,5.34,17.1968,24.707,39.09,19.5506,29.2063,33.7221,10.8437,27.2324,9.6972,23.6911,20.6613,13.31,13.1681,19.6543,3.2837,19.614,3.8657,11.286,32.01,21.2986,24.5967,32.8171,15.9,6.1071,12.9219,6.4967,4.839,13.1942,12.669,,24.9676,12.1466,,13.1118,,,27.67,27.1131,8.9788,35.4173,16.0497,32.0866,18.8131
2006-01-03,6.3387,38.52,20.8,5.0725,218.2888,47.58,36.0592,68.8064,26.354,9.4967,14.5347,42.75,26.576,6.35,46.74,10.99,21.3474,16.22,11.4962,20.42,34.0613,14.0908,18.4692,12.5217,7.2477,37.6275,6.5523,25.1963,6.8892,20.5628,8.0667,18.9699,53.34,20.6725,21.7075,14.8157,10.9225,12.6426,14.2546,21.84,18.275,18.0925,7.405,5.34,17.617,25.0686,38.6,19.6283,30.0115,34.6766,10.7039,27.452,9.501,24.2991,20.6485,13.51,13.112,20.1729,3.455,19.6533,3.7214,11.7985,31.99,21.6432,24.9258,33.5179,15.9,6.2212,12.9736,6.3221,4.9531,13.5723,12.6617,,25.8785,12.282,,12.9776,,,27.9,34.59,9.2715,36.3216,16.4033,31.5601,19.231
2006-01-04,6.416,38.42,21.32,5.105,223.3093,47.25,37.7442,68.4811,26.5981,9.5247,14.6616,42.52,26.662,6.63,47.27,11.29,21.6843,16.3425,11.6075,21.28,34.0285,14.4138,18.9114,12.5983,7.2891,37.7481,6.5353,25.4295,6.9805,20.9284,8.13,18.9912,54.59,20.8879,21.94,14.6643,11.075,12.816,14.1406,21.875,19.14,18.2225,7.65,5.3,17.8512,25.1056,40.6866,19.5679,29.7747,35.0169,10.7906,27.7529,9.5439,24.0572,20.7706,14.05,13.0653,20.2706,3.4321,19.5747,3.5714,12.1288,31.92,22.0124,25.1387,34.6073,15.92,6.274,13.6007,6.167,5.0196,13.924,13.0454,,26.1121,12.0824,,13.0724,,,28.31,34.9143,9.4304,35.1933,16.9553,31.5016,20.0967
2006-01-05,6.4706,38.07,21.6,5.0625,226.3186,47.65,38.2353,67.4878,27.4455,9.4497,14.8281,41.87,26.4383,6.62,47.12,11.74,21.7226,16.5,11.7,21.05,33.4619,14.8175,18.924,12.4278,7.3002,37.522,6.5117,25.1403,6.9805,20.8407,8.11,19.5757,55.84,20.6725,22.395,14.687,11.1725,13.0864,13.9767,22.0,18.785,18.445,7.74,5.35,18.0993,24.7348,40.0933,19.5161,29.905,35.669,10.7087,27.6838,9.5746,24.6325,21.169,14.18,13.0139,20.2857,3.3933,20.3609,3.5614,12.4035,31.99,22.0954,25.0548,34.4397,16.45,6.1472,13.4779,6.1961,5.1622,13.8976,13.2409,,26.5792,12.0778,,12.8671,,,29.48,35.1389,9.4346,34.8732,16.7914,31.3144,21.3056
2006-01-06,6.7707,39.0,22.47,5.1075,233.5509,47.87,37.5516,66.8714,27.5532,9.6937,15.3594,44.29,26.6677,6.5839,47.18,11.74,21.9294,17.2075,11.7963,22.12,33.9135,15.1567,19.0314,12.6897,7.5378,37.5748,6.4553,25.5321,7.0033,21.177,8.08,19.9043,56.56,20.6811,22.455,15.2813,11.2125,13.1811,14.2475,22.25,19.305,18.4925,8.23,5.52,18.1269,25.0083,40.0233,19.4902,30.7871,36.926,10.8051,27.8668,9.501,25.5673,21.7667,14.47,12.9344,20.2255,3.5692,20.2921,3.5757,12.6073,31.64,22.2831,24.8161,36.0775,17.0,6.2149,13.8269,6.3415,5.2097,13.902,13.7621,,26.8205,12.0892,,13.0329,,,31.28,35.4716,9.7817,34.7051,17.1623,31.6127,21.731
2006-01-09,6.707,38.3801,22.13,5.18,234.1729,47.08,37.1761,67.6248,27.941,9.6619,15.4783,43.64,26.5989,6.613,47.55,12.06,22.2356,17.97,12.2211,21.85,34.0531,15.3909,18.8987,12.9122,7.5848,37.7255,6.5733,25.7839,6.9805,21.0673,8.32,19.8787,56.12,21.0343,22.4625,15.2926,11.2875,13.3845,14.3901,22.595,19.445,18.81,8.115,5.52,18.2371,24.6328,41.2333,19.6111,31.3851,37.2946,10.6412,28.1758,9.4949,25.9007,21.7988,14.7,12.8643,20.188,3.7554,20.41,3.5714,12.9592,31.84,22.0739,24.5322,36.2375,17.1301,6.3797,14.4087,6.3706,5.3048,13.7613,14.0444,,26.6103,12.4265,,13.246,,,33.0999,35.3468,9.6646,35.1372,18.2317,33.1044,21.7086
2006-01-10,6.7252,38.6099,23.01,5.1625,235.6073,45.651,36.3962,66.7686,27.941,10.273,15.6924,42.53,26.3809,6.668,47.96,11.77,22.0136,17.3875,12.05,21.6,34.242,15.3182,18.6271,12.7738,7.5737,37.6878,6.6953,25.5647,6.9941,20.5481,8.2533,19.6824,55.9,21.8009,22.0325,15.3494,11.005,13.195,15.3665,22.515,19.975,18.8475,8.36,5.5,17.9959,24.5772,42.7466,19.5938,31.243,36.633,10.5352,28.0904,9.4643,25.8877,21.8824,14.57,12.8456,20.2932,3.7975,20.4984,3.6329,12.9623,32.13,22.0677,24.0611,36.0927,16.72,6.4177,15.0745,6.3028,5.2858,13.6382,13.8345,,26.3456,12.6147,,13.3802,,,34.04,35.2636,9.6019,34.6331,18.3955,33.1454,21.828
2006-01-11,7.1344,39.33,22.92,5.0875,236.5452,44.93,33.5076,66.623,28.0774,10.6592,16.3744,41.93,26.4612,6.535,47.53,12.11,22.2586,17.495,11.7575,21.69,34.1517,15.6654,18.684,12.45,7.5986,38.2079,6.7229,26.1523,6.9713,20.1606,8.21,19.3581,58.19,21.9129,22.0225,15.4932,10.99,13.158,15.1242,22.745,20.27,18.7025,8.865,5.58,18.0097,24.3825,42.44,19.8183,31.4917,37.4742,10.6316,28.4564,9.4704,25.9923,22.223,14.75,13.0045,20.5111,3.856,20.1447,3.55,13.4315,32.14,22.0031,24.2031,37.1752,16.29,6.4283,14.984,5.9343,5.3999,13.6822,14.2399,,26.3145,12.3738,,13.5144,,,33.921,34.7729,9.5224,34.5691,18.7405,34.1399,21.6862
2006-01-12,7.0435,39.49,22.93,5.015,232.5328,44.36,33.6906,66.1007,27.8404,10.7089,16.5092,41.7,26.0712,6.465,47.06,11.72,22.4807,16.7525,11.56,21.95,33.8725,15.5039,19.1767,12.2869,7.6898,38.2381,6.6441,26.1103,6.9622,20.5408,8.1867,19.132,57.17,22.0765,21.9225,15.4213,10.97,13.507,15.003,22.44,20.515,18.6775,9.56,5.5,17.8926,24.2713,43.5533,20.0256,31.1542,37.2379,10.5979,28.188,9.3539,26.3257,22.2808,14.57,13.5094,20.3984,3.8396,20.4788,3.6743,13.2401,31.82,21.7201,23.745,37.3268,15.84,6.4389,14.8677,6.0119,5.2668,13.6119,14.0879,,25.9797,12.1948,,13.396,,,33.67,34.6399,9.4848,34.6891,18.6111,33.8181,21.4996
2006-01-13,6.7752,38.84,22.8,5.2375,233.8469,44.4,32.7855,66.4432,28.0199,10.8739,15.978,42.88,26.2433,6.553,46.21,11.77,22.4807,16.66,11.5675,21.96,33.7329,15.2778,19.303,12.1955,7.7229,38.4416,6.6612,26.2409,6.944,20.4092,8.2833,19.6141,57.19,22.154,22.03,15.1715,10.955,13.7289,15.3237,22.425,20.845,18.125,9.485,5.46,17.7686,24.0163,42.65,19.8442,30.799,36.1888,10.6123,28.2815,9.3417,26.3257,21.8695,14.51,13.4159,20.436,4.3462,20.2036,3.6514,13.1228,31.68,21.6986,23.8417,37.0526,16.13,6.4452,15.6628,6.0894,5.1812,13.7569,14.0807,,25.715,12.0709,,13.4907,,,33.85,35.0807,9.4304,34.7211,18.5853,34.134,21.4847
2006-01-17,6.6024,39.44,22.58,5.33,234.2782,44.0,28.8859,66.9741,27.1582,10.7621,15.6686,42.57,26.0023,6.474,46.39,11.57,22.2509,16.9725,11.405,21.71,33.5851,15.084,19.2082,12.1584,7.7644,38.1401,6.652,26.1336,7.0535,20.7163,8.1567,19.3752,56.2,22.2841,21.93,15.2548,11.0775,13.6503,15.2881,22.43,20.59,17.9375,9.64,5.31,17.5826,24.1044,43.6966,19.4297,30.6746,35.5547,10.4629,28.0619,9.1946,26.1557,21.9081,13.97,13.458,20.2857,4.1204,19.9678,3.68,13.1135,31.58,21.5509,24.1708,36.6564,15.95,6.3395,15.5981,6.0118,5.0291,13.691,14.0155,,25.1,11.729,,13.617,,,33.59,34.6815,9.1711,35.0332,18.2058,33.2858,21.1937
2006-01-18,6.5251,39.73,22.91,5.49,223.1438,44.32,29.8487,67.4964,26.9069,10.4801,15.6528,43.1099,25.9392,6.2499,45.92,11.7,22.2127,16.965,11.4525,21.55,33.503,15.1245,18.9682,12.4797,7.7893,38.2456,6.6232,26.1896,7.0535,20.4019,8.1867,18.9613,56.99,22.3608,22.1675,15.3494,11.16,13.5486,15.2596,22.6,20.435,17.75,9.755,5.31,15.5701,24.3454,42.8866,19.4038,30.6865,36.2172,10.4244,28.127,9.2375,25.9073,22.1266,13.86,13.6216,20.1654,3.9746,19.9481,3.55,13.1815,31.78,21.7724,24.3837,36.3746,15.77,6.2719,15.49,6.099,5.2383,13.6866,13.9648,,24.6951,11.5294,,13.4513,,,34.36,34.7729,9.1628,35.1372,17.7918,32.5311,21.4922
2006-01-19,6.6252,40.46,23.68,5.4725,218.8982,44.45,29.2614,67.1197,27.8045,10.0411,15.851,43.98,26.3121,6.23,46.05,12.11,22.3888,17.145,11.6875,21.89,33.5112,15.3586,20.4526,12.8504,7.7893,38.1326,6.8685,26.4274,7.0763,20.4677,8.22,19.9555,56.45,22.378,22.2525,15.9323,11.16,13.6734,15.509,22.67,20.975,17.9975,9.88,5.22,15.433,24.6004,44.2433,19.7579,31.7344,41.4437,10.5834,27.8952,9.1823,26.4891,23.2191,14.33,13.5888,20.3082,4.0208,19.9285,3.6314,13.9131,31.86,22.0524,24.5902,37.0754,16.47,6.3353,16.5419,6.1573,5.4854,13.7833,13.9286,,25.3024,11.5225,,13.5381,,,34.69,35.5714,8.9704,35.5214,18.7146,32.4609,22.2309
2006-01-20,6.3751,38.43,22.71,5.3325,200.3485,43.92,28.1541,64.7993,27.1223,9.6669,15.1215,42.37,25.9909,6.086,44.93,11.76,22.2127,16.8175,11.515,21.23,32.9035,14.9467,20.0167,12.3462,7.6704,37.4542,6.7701,25.8725,6.9896,20.4238,8.1033,19.1875,54.92,21.8353,21.525,14.5242,10.89,13.3029,14.9674,22.43,21.125,17.865,9.92,5.16,14.992,23.9004,42.6933,19.0497,30.5621,39.7142,10.4726,27.0738,9.0781,25.417,22.48,14.01,13.4439,19.8497,3.9792,19.6828,3.3529,13.5241,31.13,21.5047,24.1321,35.7728,15.5,6.1409,16.1605,6.1089,5.2573,13.3256,13.4725,,24.6484,11.2931,,13.4197,,,34.44,35.3052,8.7237,34.5131,17.8005,34.3856,20.4399
2006-01-23,6.3614,37.79,22.54,5.495,214.4119,43.73,28.3274,64.1314,27.1941,9.8677,15.0502,42.05,26.0367,5.63,44.84,11.43,22.1744,16.875,11.45,21.48,33.2238,14.6641,19.8083,12.2251,7.5958,37.0321,6.8711,25.5647,7.0306,20.1533,8.09,18.6456,54.84,22.1024,21.54,14.6756,10.9425,13.0332,15.003,22.375,21.51,18.0125,10.015,5.15,14.7096,23.6918,43.1933,19.2743,30.6509,40.13,10.4629,27.0779,9.1271,25.4954,22.6214,14.18,13.4065,19.8046,3.8075,19.6239,3.3257,13.6013,31.4,21.5786,23.8676,35.7423,15.22,6.0331,16.529,5.9246,5.2002,13.2953,13.4653,,24.6795,11.1967,,13.4039,,,33.46,35.8874,9.0164,33.9449,18.0506,33.6426,20.7758
2006-01-24,6.3887,39.13,22.97,5.5025,222.2009,44.02,29.868,64.1656,27.7112,9.6606,15.0502,42.14,26.4211,5.642,44.42,11.45,22.1131,16.825,11.5,21.23,34.1106,14.8014,19.7072,12.5266,7.6014,37.3486,6.6573,25.5041,7.0306,19.9193,8.1933,18.8888,55.54,21.9559,22.04,14.5621,10.9375,13.4076,15.2453,22.51,24.12,18.0875,10.075,5.09,14.6613,23.8726,44.7066,19.5679,30.8878,41.784,10.3714,27.2324,9.1087,25.6915,23.0327,14.1,13.3878,19.752,3.9329,19.4863,3.5343,13.6692,31.81,22.1108,24.2418,36.6183,15.11,6.1557,17.059,5.721,5.3999,13.5019,12.7124,,23.8932,11.456,,13.4118,,,33.54,36.1452,8.824,34.169,17.9643,33.7538,20.3952
2006-01-25,6.2614,38.96,22.4,5.4875,217.1704,43.6,29.8487,64.6195,27.9553,9.4269,15.0422,41.56,26.0023,5.25,43.61,11.12,21.2326,16.7025,11.185,20.98,33.8643,14.9952,19.7578,12.2993,7.5406,37.6426,6.8737,25.0098,6.9941,19.89,8.1767,18.5389,54.94,21.7923,22.06,14.3728,10.755,13.2574,15.1669,22.135,24.155,18.3,9.965,5.04,14.6131,23.8031,44.0966,19.2052,30.9707,41.4154,10.2991,27.3178,9.1026,26.293,23.1869,14.11,13.4439,19.8422,3.8037,19.0637,4.0843,13.5488,31.85,21.8831,23.7321,36.2451,15.27,6.1134,16.5677,5.7404,5.59,13.3481,12.5459,,23.2704,11.6051,,13.1829,,,33.68,35.9955,8.9913,34.009,17.7832,33.6602,20.522
2006-01-26,6.4069,38.77,22.38,6.6,217.8048,44.68,29.1266,61.5627,28.5513,9.1893,15.6449,41.09,25.7557,5.186,44.36,11.21,21.4317,17.2275,10.9825,21.55,34.5294,15.0033,19.7704,12.4624,7.7229,37.7557,7.0639,25.117,7.0261,20.0363,8.2767,18.7949,56.89,22.111,22.305,14.7892,10.935,13.6157,15.3309,22.605,25.275,18.73,9.975,5.07,14.806,24.2203,44.6766,19.5765,31.9772,42.9559,10.3617,27.7041,9.0781,27.1363,23.9967,14.35,13.5982,19.9174,3.8437,19.3585,4.1429,14.0119,32.15,22.3077,23.4933,36.1841,15.52,6.1198,16.9362,5.6434,5.0006,13.8449,12.8355,,23.4572,11.7566,,13.1197,,,34.21,35.8458,9.0666,34.4011,18.5163,35.146,21.2534
2006-01-27,6.3614,40.08,22.39,7.0025,217.4161,45.22,27.8171,61.0576,28.4867,9.1512,15.6607,41.02,25.6811,5.172,45.23,11.15,21.0182,17.6775,11.2,22.44,35.0878,15.1648,19.8778,12.5785,7.8058,37.7255,7.0337,25.6207,7.0763,20.3361,8.3433,18.8035,56.81,22.5417,23.105,14.5696,11.2825,13.8075,15.2738,22.805,25.975,19.145,10.215,5.13,14.93,24.211,45.31,19.6024,32.0778,43.7782,10.1979,28.0782,9.0597,27.6266,23.7139,14.7,13.6917,20.8869,3.9,19.5059,3.9743,14.2773,32.51,22.8492,23.8998,36.5803,15.44,6.1916,16.8845,5.6919,5.0671,14.0471,13.0092,,23.5585,11.8621,,13.1908,,,35.95,36.0038,9.0122,34.321,18.7491,36.8191,21.5145
2006-01-30,6.366,39.35,22.29,7.3,214.0708,44.96,27.923,61.9224,28.7237,9.5285,15.5259,40.65,25.7614,5.251,44.73,10.96,21.2326,17.4925,11.135,21.51,35.3013,15.2536,19.6062,12.7243,7.6843,37.4466,7.077,25.2849,7.0033,20.1972,8.22,18.3853,56.35,22.6622,22.9125,14.3539,11.1975,13.3822,15.2738,23.105,25.41,19.3025,10.485,5.06,14.9163,24.2203,45.3266,20.7509,31.6752,44.2886,10.3473,27.3422,9.6849,27.4697,24.1059,14.93,14.0236,21.0448,3.6679,19.4666,3.9429,14.1168,32.56,22.8953,23.9837,36.9992,15.18,6.0902,16.5871,5.6822,5.0006,14.012,13.1685,,23.4182,11.9057,,13.096,,,34.82,35.3884,8.916,34.265,18.9647,37.8604,21.5071
2006-01-31,6.5206,39.73,21.8799,7.205,216.9999,44.82,28.2504,62.4104,28.5585,9.5933,15.1057,40.59,25.205,5.451,44.75,11.73,20.9033,17.7875,11.25,21.56,34.981,14.9952,19.4798,12.9418,7.687,37.6049,7.0219,25.0424,6.9166,20.1825,8.2667,18.3896,54.58,22.4125,22.8225,14.4409,10.995,14.0687,15.1736,23.32,25.73,19.205,10.72,5.09,14.6441,24.2573,45.7566,20.621,30.7753,43.8822,10.3135,27.0982,10.114,26.829,24.228,14.68,13.7618,21.1575,3.6583,19.3585,3.9357,13.8791,32.82,21.4124,23.556,36.5346,15.23,6.0226,16.8069,5.4979,5.0196,13.9372,13.306,,22.7792,11.7198,,13.0566,,,35.72,34.4985,8.8282,34.6331,18.8526,37.7785,21.0146
2006-02-01,6.4569,40.51,21.84,7.6275,201.512,43.98,28.2889,65.236,28.9606,9.5819,15.3277,39.39,25.3427,5.101,45.27,11.74,21.0258,17.92,11.8225,21.35,34.6854,15.0033,19.6693,12.9294,7.734,37.311,6.9327,25.0098,6.8436,20.2703,8.1967,18.2872,54.76,22.5503,22.7925,14.846,10.995,14.2166,15.1021,23.29,25.7,19.2375,10.715,5.11,14.8474,24.452,43.22,20.2224,31.6397,44.3169,10.2268,27.639,10.1447,27.1494,24.3766,15.02,13.673,21.0748,3.7358,19.5256,3.8729,13.8884,32.93,21.8216,23.9837,36.5117,15.77,6.0289,16.8716,5.5367,5.0576,13.7877,12.4011,,23.2,11.6258,,13.096,,,36.05,35.0058,8.7446,34.6811,18.7319,38.1412,21.1862
2006-02-02,6.3432,39.39,21.49,7.6475,198.6332,42.74,28.8955,63.9259,28.7237,9.1601,14.955,37.07,25.314,4.905,45.15,11.46,20.9876,17.645,12.0875,21.1199,34.3241,14.8337,19.4925,12.7219,7.466,37.8461,6.8226,25.0004,6.652,19.9997,8.86,17.741,53.58,22.3005,22.71,14.8649,10.885,14.0317,14.916,23.335,25.355,19.1775,11.045,5.43,14.6063,24.211,42.42,20.1618,31.166,43.4852,9.9521,27.1023,10.0405,26.3322,23.8986,14.95,13.673,20.8043,3.6137,18.9655,3.7286,13.4655,32.4,21.2894,24.2948,35.7118,15.68,5.8894,16.6187,5.372,4.9721,15.1243,12.2346,,23.1922,14.2047,,13.1039,,,35.08,34.7397,8.686,34.9612,19.12,37.3865,20.6265
2006-02-03,6.4024,39.2,21.83,7.66,191.3682,38.33,28.4526,63.8917,28.5585,9.1279,14.8123,35.56,25.2394,4.612,44.92,11.6,20.888,17.4725,11.0275,20.92,33.6179,14.656,19.3472,12.5118,7.4826,37.2733,6.8016,24.6134,6.6474,20.0509,9.0667,17.3144,53.14,21.9387,22.975,15.0012,10.62,14.0294,14.8516,23.135,24.9,19.205,11.33,5.37,14.3582,23.6872,38.23,20.1444,30.6983,43.6931,9.7834,26.8583,9.8688,25.9792,23.6532,14.89,13.5935,20.699,3.6254,20.9505,3.73,13.5889,32.58,21.0925,23.6208,35.1024,16.19,5.7436,16.5409,5.1683,4.9245,14.8957,12.1043,,23.3792,14.5236,,13.0487,,,34.54,34.9226,8.6233,34.9452,19.5857,36.7489,20.4026
2006-02-06,6.5297,39.52,21.95,7.525,193.1462,37.95,28.183,62.9327,28.8529,8.5502,15.1294,35.3,25.2738,4.563,44.24,11.26,20.7502,17.5,11.25,21.14,33.4771,14.3976,19.2398,12.5538,7.4439,37.1376,6.8934,24.5201,6.6383,20.0436,8.9967,17.3954,54.22,21.9818,22.44,14.9936,10.75,13.8722,14.7585,23.225,26.125,19.1225,11.05,5.43,14.2682,23.8865,35.5633,20.491,31.2075,44.2791,9.7641,27.1633,10.0588,26.2668,23.9374,16.01,13.4486,20.4209,3.3579,21.1863,3.7543,13.9717,32.18,20.9141,23.5819,34.9882,15.89,5.7373,16.1778,5.3234,4.9055,15.1639,12.1188,,23.8,14.5305,,13.175,,,34.3,34.8312,8.5438,35.0252,19.7323,36.2458,20.4772
2006-02-07,6.1659,39.26,22.12,7.825,184.5296,37.52,27.923,62.4532,28.9966,8.5884,15.4625,35.66,25.4344,4.515,44.59,11.17,20.6353,17.2725,11.185,21.11,33.444,14.6076,18.9998,12.7935,7.4162,36.8097,6.8212,24.5341,6.5881,20.0143,9.03,17.037,53.99,21.999,22.6375,15.1336,10.7575,13.9462,14.6655,23.0,25.465,19.16,10.945,5.24,14.3097,23.6362,33.5033,20.2311,31.5272,43.8065,9.6677,27.0738,10.1937,26.2603,23.7501,16.36,13.5608,20.2481,3.3587,21.4123,3.7029,13.4747,32.64,21.0956,23.9124,34.8358,15.48,5.7711,15.7887,5.5852,4.82,15.0891,12.2708,,23.8624,14.2276,,13.1276,,,36.11,34.8062,8.4267,34.6411,18.9475,35.4912,20.3501
2006-02-08,6.1386,38.8,22.0,8.45,185.1114,38.17,28.8763,61.6912,29.37,8.7421,15.9383,36.58,25.8933,4.921,44.53,11.49,20.7961,17.3175,11.0,21.31,33.502,15.6654,19.3788,12.3932,7.466,37.0741,6.8055,24.5947,6.8208,20.3434,9.0733,17.276,54.34,22.1368,22.84,15.4705,10.545,13.7243,14.6869,23.3,25.44,19.2475,10.43,5.17,14.3097,23.6733,32.6466,20.595,31.8824,44.8084,9.6099,26.8827,10.2918,27.2474,23.6984,16.35,13.4626,20.2255,3.5125,21.5401,3.5914,13.8637,32.86,21.3417,24.4632,35.7804,15.41,5.7605,16.1389,5.7985,4.8675,15.265,12.3577,,23.9403,14.0785,,13.2302,,,36.93,35.3468,8.6442,34.7211,19.6978,35.3332,21.0982
